Date Collected,State ,County,City,Facility Name,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Residents Tested,Staff Tested,Personal Protective Equipment,last_recorded
20200917,AR,,,"The Village at Valley
Ranch",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,4,,1,,5,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,"Rogers Health &
Rehab",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,"Greenhouse
Cottages of Poplar
Grove",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,0,,4,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,Summit Health & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,8,,2,,5,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Southfork River Therapy & Living,Uncategorized LTCF,Nursing Home,Federal,,45248,,,Closed,,1,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200709
20200917,AR,,,"Brookstone Assisted
Living Community",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,3,,3,,1,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,Ash Flat Healthcare & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,37,,4,,18,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,"The Springs on Broadway (CCC-W.
Memphis/Broadway
H&R)",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,3,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,"Twin Rivers Health
& Rehab",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,"Greene Acres Easy
Living",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,VA NLR Nursing Home,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,"Morningside of
Springdale",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,"Woodland Hills H&R
Center",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,"North Hills Lifecare
& Rehab",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,"Katherine’s Place at
Wedington",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,"Ozark Nursing
Home",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,"Edgewood Health &
Rehab-Springdale",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,"Elmcroft Assisted
Living-Maumelle",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,"Gardens of Osage
Terrace-Maumelle",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,"Shiloh Nursing &
Rehab",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,"Jamestown Nursing
& Rehab",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,"Windcrest Health &
Rehab",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,20200528
20200917,AR,,,The Waters of Rogers,Uncategorized LTCF,Nursing Home,Federal,,45212,,,Closed,,19,,0,,23,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Springhouse Village,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Greenhouse Cottages of Poplar Grove,Uncategorized LTCF,Nursing Home,Federal,,45466,,,Closed,,2,,0,,4,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Brookstone Assisted Living Community,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,4,,7,,7,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Crestpark of Forrest City,Uncategorized LTCF,Nursing Home,Federal,,45219,,,Closed,,1,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,20200709
20200917,AR,,,Spring Creek Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45392,,,Closed,,2,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,The Springs on Broadway (CCC-W. Memphis/Broadway H&R),Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,3,,0,,7,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,"Twin Rivers Health & Rehab
 This facility has not had an ADH confirmed positive
 case",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,20200604
20200917,AR,,,The Pines Nursing & Rehab Center,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Robinson Health & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Courtyard Healthcare & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,35,,5,,22,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Amberwood Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45464,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200709
20200917,AR,,,West Memphis Residential Inc.,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Craighead Nursing Center,Uncategorized LTCF,Nursing Home,Federal,,04A158,,,Closed,,25,,7,,8,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Hospice Home Care Center,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Silver Oaks Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45173,,,Closed,,2,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Village on the Park - Rogers,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,0,,5,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Midtown Post- Acute Care & Rehabilitation,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,3,,0,,3,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Greene Acres Easy Living,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,The Maples at Her- Ber Meadows,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Morningside of Springdale,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Woodland Hills H&R Center,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,51,,19,,37,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,North Hills Lifecare & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,22,,1,,9,,,,,,,,,,,,,,,,,,,,,,,20200625
20200917,AR,,,Katherine’s Place at Wedington,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Ozark Nursing Home,Uncategorized LTCF,Nursing Home,Federal,,45386,,,Closed,,2,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Edgewood Health & Rehab-Springdale,Uncategorized LTCF,Nursing Home,Federal,,45428,,,Closed,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Elmcroft Assisted Living-Maumelle,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Gardens of Osage Terrace-Maumelle,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Shiloh Nursing & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Johnson Co Health & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Jamestown Nursing & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Windcrest Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45367,,,Closed,,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Barrow Creek Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45432,,,Closed,,0,,0,,4,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Everest Rehabilitation Hospital,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Eagle Mountain Assisted Living,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Cavalier Healthcare of England,Uncategorized LTCF,Nursing Home,Federal,,45442,,,Closed,,0,,0,,6,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Lawrence Hall Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45452,,,Closed,,0,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Advanced Health & Rehab of Union Co,Uncategorized LTCF,Nursing Home,Federal,,45275,,,Closed,,0,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Fox Ridge Assisted Living,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,"Twin Rivers Health & Rehab
 This facility has not",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,"had an ADH confirmed positive
 case",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Brownwood Life Care Center,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,South Pines Nursing & Rehab/Prescott Manor,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,52,,0,,11,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Dardanelle Nursing & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,3,,1,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Green House Cottages of Wentworth Place,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Chambers Nursing Center,Uncategorized LTCF,Nursing Home,Federal,,45318,,,Closed,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Waters of West Dixon,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Memory Care of Little Rock,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,5,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Lakewood Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45202,,,Closed,,1,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,The Manor Assisted Living,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Hillcrest Care & Rehab-Prescott,Uncategorized LTCF,Nursing Home,Federal,,45306,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Lake Village Healthcare & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,73,,0,,15,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Cottage Lane Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45458,,,Closed,,1,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Maple Healthcare,Uncategorized LTCF,Nursing Home,Federal,,45228,,,Closed,,1,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Crestpark of Helena,Uncategorized LTCF,Nursing Home,Federal,,45221,,,Closed,,14,,4,,3,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Monette Manor,Uncategorized LTCF,Nursing Home,Federal,,45312,,,Closed,,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,20200709
20200917,AR,,,Quail Run Health & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Primrose Retirement Community,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,20200611
20200917,AR,,,Russellville Nursing & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45340,,,Closed,,5,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Villages of General Baptist West,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,3,,2,,3,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,The Lakes at Maumelle H&R,Uncategorized LTCF,Nursing Home,Federal,,45422,,,Closed,,41,,13,,11,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Community Compassion Center- Jonesboro,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,5,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Community Compassion Center- Batesville,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Encore Healthcare & Rehab at West Little Rock,Uncategorized LTCF,Nursing Home,Federal,,45390,,,Closed,,11,,1,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,West Memphis Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45217,,,Closed,,5,,,,4,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Crestpark of Wynne,Uncategorized LTCF,Nursing Home,Federal,,45166,,,Closed,,1,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200709
20200917,AR,,,Gardner Nursing and Rehab,Uncategorized LTCF,Nursing Home,Federal,,45269,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,McGehee Health and Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200709
20200917,AR,,,"The Springs on Broadway-W. Memphis/CCC-
 W. Memphis",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,62,,6,,44,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,"Twin Rivers Health & Rehab- Arkadelphia
 This facility has not had an ADH
 confirmed positive",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,20200625
20200917,AR,,,Robinson Nursing & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45374,,,Closed,,14,,2,,5,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Courtyard Rehab & Health,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,35,,7,,22,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Midtown Post- Acute and Rehabilitation,Uncategorized LTCF,Nursing Home,Federal,,45450,,,Closed,,3,,0,,5,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Greene Acres Easy Living- Rogers ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,"VA NLR
 Nursing Home",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,The Maples at Her-Ber Meadows,Uncategorized LTCF,Nursing Home,Federal,,45407,,,Closed,,1,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Katherine's Place at Wedington,Uncategorized LTCF,Nursing Home,Federal,,45434,,,Closed,,5,,0,,,,0,,,,,,,,,,,,,,,,,,,,,20200709
20200917,AR,,,Edgewood Health & Rehab- Springdale,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,3,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Elmcroft Assisted Living- Maumelle,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200709
20200917,AR,,,Gardens of Osage Terrace- Bentonville,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Shiloh Nursing & Rehab- Springdale,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,3,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Johnson Co Health & Rehab- Clarksville,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Jamestown Nursing & Rehab-Rogers,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,0,,4,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Windcrest Health & Rehab- Springdale,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,4,,0,,,,,,,,,,,,,,,,,,,,,20200709
20200917,AR,,,Eagle Mountain Assisted Living- ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Fox Ridge Assisted Living- ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,1,,2,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Southern Pines Nursing & Rehab/Prescott Manor,Uncategorized LTCF,Nursing Home,Federal,,45470,,,Closed,,53,,0,,11,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Wentworth Place,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,3,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Chambers Nursing Center-Carlisle,Uncategorized LTCF,Nursing Home,Federal,,45318,,,Closed,,0,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Primrose Retirement Community of Rogers,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Promenade Health & Rehab-Rogers,Uncategorized LTCF,Nursing Home,Federal,,45361,,,Closed,,0,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Waters of Cumberland,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Timberlane Health & Rehab-El Dorado,Uncategorized LTCF,Nursing Home,Federal,,45416,,,Closed,,0,,0,,6,,0,,,,,,,,,,,,,,,,,,,,,20200709
20200917,AR,,,The Woods of Monticello Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45176,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Bentley Rehab & Healthcare,Uncategorized LTCF,Nursing Home,Federal,,45194,,,Closed,,0,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Waldron Nursing Center,Uncategorized LTCF,Nursing Home,Federal,,45383,,,Closed,,1,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Courtyard Gardens Health & Rehabilitation Center- Arkadelphia,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Mt. Carmel Community- ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Ashley Health & Rehabilitation,Uncategorized LTCF,Nursing Home,Federal,,45421,,,Closed,,3,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Bailey Creek Health & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Seven Springs Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45158,,,Closed,,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Belvedere Nursing & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45463,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,The Atrium at Serenity Pointe-ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Corning Nursing & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45433,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Superior Health& Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Fox Ridge Assisted Living- Bryant -ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Horizons of Hope-ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Providence PCC-Springdale ALF,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,7,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Westwood Health & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,3,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Fayetteville Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45220,,,Closed,,7,,0,,5,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Village Springs Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45254,,,Closed,,20,,1,,11,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Van Buren Health & Rehab,Uncategorized LTCF,Nursing Home,Federal,,45268,,,Closed,,1,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Siloam Springs Nursing & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Dierks Health & Rehab Center,Uncategorized LTCF,Nursing Home,Federal,,45346,,,Closed,,11,,1,,3,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,The Springs of Magnolia/CCC- Magnolia,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,32,,8,,23,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Good Shepherd Nursing & Rehab,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Brighton Ridge Therapy & Living Center,Uncategorized LTCF,Nursing Home,Federal,,45242,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Ridgecrest Health & Rehabilitation,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,2,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,Crestpark of Stuttgart,Uncategorized LTCF,Nursing Home,Federal,,45303,,,Closed,,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,20200709
20200917,AR,,,Butterfield Trails Nursing Home,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200723
20200917,AR,,,"Allay Health
 N&R",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,5,,5,,5,,0,,,,,,,,,,,,,,,,,,,,,20200702
20200917,AR,,,"Apple Creek
 H&R",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,20200702
20200917,AR,,,Center- Batesville,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200716
20200917,AR,,,Community Compassion,Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,2,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,20200702
20200917,AR,,,"Community Compassion Center-
 Jonesboro",Uncategorized LTCF,Uncategorized LTCF,State,,,,,Closed,,0,,0,,5,,0,,,,,,,,,,,,,,,,,,,,,20200702
